C_Reg;C_Dpt;C_Arr;C_Cant;C_Com;N_Com_min;N_Com_maj;Cp;Pop90;Pop99
82;01;2;07;01408;Simandre-sur-Suran;SIMANDRE-SUR-SURAN;01250;574;638
82;01;1;09;01409;Songieu;SONGIEU;01260;101;125
82;01;4;16;01410;Sonthonnax-la-Montagne;SONTHONNAX-LA-MONTAGNE;01580;242;302
82;01;1;17;01411;Souclin;SOUCLIN;01150;197;221
82;01;2;10;01412;Sulignat;SULIGNAT;01400;434;485
82;01;4;03;01413;Surjoux;SURJOUX;01420;70;69
82;01;1;09;01414;Sutrieu;SUTRIEU;01260;209;218
82;01;1;09;01415;Talissieu;TALISSIEU;01510;401;402
82;01;1;28;01416;Tenay;TENAY;01230;1356;1086
82;01;1;15;01417;Thézillieu;THEZILLIEU;01110;297;299
82;01;2;40;01418;Thil;THIL;01120;769;949
82;01;3;13;01419;Thoiry;THOIRY;01710;3015;4063
82;01;2;32;01420;Thoissey;THOISSEY;01140;1306;1358
82;01;1;28;01421;Torcieu;TORCIEU;01230;569;646
82;01;2;25;01422;Tossiat;TOSSIAT;01250;979;1115
82;01;2;42;01423;Toussieux;TOUSSIEUX;01600;437;727
82;01;2;42;01424;Tramoyes;TRAMOYES;01390;1136;1527
82;01;2;25;01425;Tranclière (La);TRANCLIERE (LA);01160;254;300
82;01;2;33;01426;Treffort-Cuisiat;TREFFORT-CUISIAT;01370;1779;1910
82;01;2;34;01427;Trévoux;TREVOUX;01600;6092;6392
82;01;2;32;01428;Valeins;VALEINS;01140;61;67
82;01;2;43;01429;Vandeins;VANDEINS;01660;415;510
82;01;2;25;01430;Varambon;VARAMBON;01160;353;385
82;01;1;17;01431;Vaux-en-Bugey;VAUX-EN-BUGEY;01150;881;1003
82;01;2;11;01432;Verjon;VERJON;01270;235;192
82;01;2;29;01433;Vernoux;VERNOUX;01560;148;127
82;01;2;08;01434;Versailleux;VERSAILLEUX;01330;219;255
82;01;3;13;01435;Versonnex;VERSONNEX;01210;1866;1712
82;01;3;14;01436;Vesancy;VESANCY;01170;363;449
82;01;2;29;01437;Vescours;VESCOURS;01560;184;191
82;01;2;02;01439;Vésines;VESINES;01570;108;113
82;01;4;06;01441;Vieu-d'Izenave;VIEU-D'IZENAVE;01430;524;537
82;01;1;09;01442;Vieu;VIEU;01260;293;311
82;01;2;35;01443;Villars-les-Dombes;VILLARS-LES-DOMBES;01330;3415;4190
82;01;1;17;01444;Villebois;VILLEBOIS;01150;924;954
82;01;2;11;01445;Villemotier;VILLEMOTIER;01270;419;455
82;01;2;30;01446;Villeneuve;VILLENEUVE;01480;845;939
82;01;2;07;01447;Villereversure;VILLEREVERSURE;01250;1003;1102
82;01;4;03;01448;Villes;VILLES;01200;226;268
82;01;2;08;01449;Villette-sur-Ain;VILLETTE-SUR-AIN;01320;412;472
82;01;2;19;01450;Villieu-Loyes-Mollon;VILLIEU-LOYES-MOLLON;01800;2182;2407
82;01;2;43;01451;Viriat;VIRIAT;01440;4701;5288
82;01;1;36;01452;Virieu-le-Grand;VIRIEU-LE-GRAND;01510;922;949
82;01;1;09;01453;Virieu-le-Petit;VIRIEU-LE-PETIT;01260;279;281
82;01;1;04;01454;Virignin;VIRIGNIN;01300;550;643
82;01;1;36;01456;Vongnes;VONGNES;01350;92;89
82;01;2;10;01457;Vonnas;VONNAS;01540;2381;2422
22;02;2;09;02001;Abbécourt;ABBECOURT;02300;467;447
22;02;2;14;02002;Achery;ACHERY;02800;564;540
22;02;4;04;02003;Acy;ACY;02200;985;951
22;02;2;19;02004;Agnicourt-et-Séchelles;AGNICOURT-ET-SECHELLES;02340;209;211
22;02;2;21;02005;Aguilcourt;AGUILCOURT;02190;328;359
22;02;5;16;02006;Aisonville-et-Bernoville;AISONVILLE-ET-BERNOVILLE;02110;216;291
22;02;2;12;02007;Aizelles;AIZELLES;02820;81;94
22;02;4;32;02008;Aizy-Jouy;AIZY-JOUY;02370;230;242
22;02;3;20;02009;Alaincourt;ALAINCOURT;02240;521;465
22;02;4;32;02010;Allemant;ALLEMANT;02320;136;117
22;02;4;35;02011;Ambleny;AMBLENY;02290;1119;1112
22;02;4;24;02012;Ambrief;AMBRIEF;02200;91;84
22;02;2;21;02013;Amifontaine;AMIFONTAINE;02190;351;387
22;02;2;09;02014;Amigny-Rouy;AMIGNY-ROUY;02700;693;626
22;02;4;36;02015;Ancienville;ANCIENVILLE;02600;34;78
22;02;2;14;02016;Andelain;ANDELAIN;02800;163;159
22;02;2;14;02017;Anguilcourt-le-Sart;ANGUILCOURT-LE-SART;02800;278;268
22;02;2;01;02018;Anizy-le-Château;ANIZY-LE-CHATEAU;02320;1896;1903
22;02;3;29;02019;Annois;ANNOIS;02480;372;383
22;02;5;02;02020;Any-Martin-Rieux;ANY-MARTIN-RIEUX;02500;525;505
22;02;2;26;02021;Archon;ARCHON;02360;87;83
22;02;4;24;02022;Arcy-Sainte-Restitue;ARCY-SAINTE-RESTITUE;02130;328;369
22;02;1;22;02023;Armentières-sur-Ourcq;ARMENTIERES-SUR-OURCQ;02210;85;105
22;02;2;38;02024;Arrancy;ARRANCY;02860;42;50
22;02;3;29;02025;Artemps;ARTEMPS;02480;347;338
22;02;1;10;02026;Artonges;ARTONGES;02330;134;145
22;02;2;13;02027;Assis-sur-Serre;ASSIS-SUR-SERRE;02270;257;266
22;02;2;38;02028;Athies-sous-Laon;ATHIES-SOUS-LAON;02840;2128;2132
22;02;3;33;02029;Attilly;ATTILLY;02490;401;397
22;02;3;06;02030;Aubencheul-aux-Bois;AUBENCHEUL-AUX-BOIS;02420;275;272
22;02;5;02;02031;Aubenton;AUBENTON;02500;826;713
22;02;3;29;02032;Aubigny-aux-Kaisnes;AUBIGNY-AUX-KAISNES;02590;263;271
22;02;2;12;02033;Aubigny-en-Laonnois;AUBIGNY-EN-LAONNOIS;02820;120;114
22;02;2;11;02034;Audignicourt;AUDIGNICOURT;02300;94;98
22;02;5;16;02035;Audigny;AUDIGNY;02120;214;207
22;02;4;04;02036;Augy;AUGY;02220;62;70
22;02;2;18;02037;Aulnois-sous-Laon;AULNOIS-SOUS-LAON;02000;1146;1218
22;02;2;26;02038;Autels (Les);AUTELS (LES);02360;99;74
22;02;2;19;02039;Autremencourt;AUTREMENCOURT;02250;125;162
22;02;5;34;02040;Autreppes;AUTREPPES;02580;150;142
22;02;2;09;02041;Autreville;AUTREVILLE;02300;749;760
22;02;1;08;02042;Azy-sur-Marne;AZY-SUR-MARNE;02400;372;381
22;02;4;35;02043;Bagneux;BAGNEUX;02290;61;62
22;02;5;34;02044;Bancigny;BANCIGNY;02140;39;32
22;02;2;13;02046;Barenton-Bugny;BARENTON-BUGNY;02000;578;533
22;02;2;13;02047;Barenton-Cel;BARENTON-CEL;02000;141;133
22;02;2;13;02048;Barenton-sur-Serre;BARENTON-SUR-SERRE;02270;106;109
22;02;2;11;02049;Barisis;BARISIS;02700;689;669
22;02;5;23;02050;Barzy-en-Thiérache;BARZY-EN-THIERACHE;02170;308;313
22;02;1;10;02051;Barzy-sur-Marne;BARZY-SUR-MARNE;02850;359;356
22;02;2;01;02052;Bassoles-Aulers;BASSOLES-AULERS;02380;121;144
22;02;1;10;02053;Baulne-en-Brie;BAULNE-EN-BRIE;02330;219;238
22;02;4;04;02054;Bazoches-sur-Vesles;BAZOCHES-SUR-VESLES;02220;351;383
22;02;5;02;02055;Beaumé;BEAUME;02500;113;118
22;02;2;09;02056;Beaumont-en-Beine;BEAUMONT-EN-BEINE;02300;138;137
22;02;3;06;02057;Beaurevoir;BEAUREVOIR;02110;1425;1498
22;02;2;12;02058;Beaurieux;BEAURIEUX;02160;654;704
22;02;2;42;02059;Beautor;BEAUTOR;02800;3114;2977
22;02;3;33;02060;Beauvois-en-Vermandois;BEAUVOIS-EN-VERMANDOIS;02590;304;306
22;02;3;03;02061;Becquigny;BECQUIGNY;02110;253;274
22;02;1;08;02062;Belleau;BELLEAU;02400;134;135
22;02;3;06;02063;Bellenglise;BELLENGLISE;02420;441;410
22;02;4;41;02064;Belleu;BELLEU;02200;4083;4031
22;02;3;06;02065;Bellicourt;BELLICOURT;02420;664;680
22;02;3;20;02066;Benay;BENAY;02440;206;187
22;02;5;23;02067;Bergues-sur-Sambre;BERGUES-SUR-SAMBRE;02450;211;195
22;02;5;27;02068;Berlancourt;BERLANCOURT;02250;112;93
22;02;2;26;02069;Berlise;BERLISE;02340;108;100
22;02;5;16;02070;Bernot;BERNOT;02120;459;455
22;02;4;35;02071;Berny-Rivière;BERNY-RIVIERE;02290;528;582
22;02;2;12;02072;Berrieux;BERRIEUX;02820;162;161
22;02;2;21;02073;Berry-au-Bac;BERRY-AU-BAC;02190;509;528
22;02;2;14;02074;Bertaucourt-Epourdon;BERTAUCOURT-EPOURDON;02800;462;515
22;02;3;20;02075;Berthenicourt;BERTHENICOURT;02240;200;200
22;02;2;21;02076;Bertricourt;BERTRICOURT;02190;66;70
22;02;4;41;02077;Berzy-le-Sec;BERZY-LE-SEC;02200;365;395
22;02;2;11;02078;Besmé;BESME;02300;136;133
22;02;5;02;02079;Besmont;BESMONT;02500;165;146
22;02;2;18;02080;Besny-et-Loizy;BESNY-ET-LOIZY;02870;314;350
22;02;2;09;02081;Béthancourt-en-Vaux;BETHANCOURT-EN-VAUX;02300;353;368
22;02;4;24;02082;Beugneux;BEUGNEUX;02210;75;83
22;02;1;15;02083;Beuvardes;BEUVARDES;02130;642;640
22;02;1;07;02084;Bézu-le-Guéry;BEZU-LE-GUERY;02310;165;204
22;02;1;08;02085;Bézu-Saint-Germain;BEZU-SAINT-GERMAIN;02400;413;477
22;02;2;11;02086;Bichancourt;BICHANCOURT;02300;902;941
22;02;4;35;02087;Bieuxy;BIEUXY;02290;21;25
22;02;2;38;02088;Bièvres;BIEVRES;02860;84;76
22;02;4;41;02089;Billy-sur-Aisne;BILLY-SUR-AISNE;02200;1279;1189
22;02;4;24;02090;Billy-sur-Ourcq;BILLY-SUR-OURCQ;02210;208;201
22;02;4;04;02091;Blanzy-lès-Fismes;BLANZY-LES-FISMES;02160;79;94
22;02;2;11;02093;Blérancourt;BLERANCOURT;02300;1270;1193
22;02;1;08;02094;Blesmes;BLESMES;02400;339;381
22;02;3;03;02095;Bohain-en-Vermandois;BOHAIN-EN-VERMANDOIS;02110;6955;6600
22;02;2;13;02096;Bois-lès-Pargny;BOIS-LES-PARGNY;02270;194;172
22;02;2;30;02097;Boncourt;BONCOURT;02350;237;225
22;02;1;08;02098;Bonneil;BONNEIL;02400;336;374
22;02;1;22;02099;Bonnesvalyn;BONNESVALYN;02400;203;199
22;02;3;06;02100;Bony;BONY;02420;101;124
22;02;2;19;02101;Bosmont-sur-Serre;BOSMONT-SUR-SERRE;02250;197;190
22;02;2;12;02102;Bouconville-Vauclair;BOUCONVILLE-VAUCLAIR;02860;170;161
22;02;5;23;02103;Boué;BOUE;02450;1369;1288
22;02;2;21;02104;Bouffignereux;BOUFFIGNEREUX;02160;111;110
22;02;1;08;02105;Bouresches;BOURESCHES;02400;166;183
22;02;2;12;02106;Bourg-et-Comin;BOURG-ET-COMIN;02160;535;678
22;02;2;11;02107;Bourguignon-sous-Coucy;BOURGUIGNON-SOUS-COUCY;02300;99;83
22;02;2;01;02108;Bourguignon-sous-Montbavin;BOURGUIGNON-SOUS-MONTBAVIN;02000;147;121
22;02;5;34;02109;Bouteille (La);BOUTEILLE (LA);02140;502;508
22;02;4;04;02110;Braine;BRAINE;02220;2090;2069
22;02;2;01;02111;Brancourt-en-Laonnois;BRANCOURT-EN-LAONNOIS;02320;710;675
22;02;3;03;02112;Brancourt-le-Grand;BRANCOURT-LE-GRAND;02110;569;636
22;02;1;08;02114;Brasles;BRASLES;02400;1206;1236
22;02;2;12;02115;Braye-en-Laonnois;BRAYE-EN-LAONNOIS;02000;192;195
22;02;5;34;02116;Braye-en-Thiérache;BRAYE-EN-THIERACHE;02140;175;153
22;02;3;29;02117;Bray-Saint-Christophe;BRAY-SAINT-CHRISTOPHE;02480;72;68
22;02;4;32;02118;Braye;BRAYE;02880;133;131
22;02;1;15;02119;Brécy;BRECY;02210;284;318
22;02;4;04;02120;Brenelle;BRENELLE;02220;184;190
22;02;4;24;02121;Breny;BRENY;02210;212;238
22;02;2;14;02122;Brie;BRIE;02870;60;69
22;02;3;20;02123;Brissay-Choigny;BRISSAY-CHOIGNY;02240;318;301
22;02;3;20;02124;Brissy-Hamégicourt;BRISSY-HAMEGICOURT;02240;715;626
22;02;1;22;02125;Brumetz;BRUMETZ;02810;166;183
22;02;2;26;02126;Brunehamel;BRUNEHAMEL;02360;508;511
22;02;1;15;02127;Bruyères-sur-Fère;BRUYERES-SUR-FERE;02130;213;217
22;02;2;38;02128;Bruyères-et-Montbérault;BRUYERES-ET-MONTBERAULT;02860;1410;1512
22;02;4;04;02129;Bruys;BRUYS;02220;26;19
22;02;5;17;02130;Bucilly;BUCILLY;02500;246;229
22;02;4;32;02131;Bucy-le-Long;BUCY-LE-LONG;02880;1841;1958
22;02;2;18;02132;Bucy-lès-Cerny;BUCY-LES-CERNY;02870;188;170
22;02;2;30;02133;Bucy-lès-Pierrepont;BUCY-LES-PIERREPONT;02350;432;418
22;02;5;17;02134;Buire;BUIRE;02500;868;892
22;02;5;05;02135;Buironfosse;BUIRONFOSSE;02620;1258;1203
22;02;5;34;02136;Burelles;BURELLES;02140;182;154
22;02;1;22;02137;Bussiares;BUSSIARES;02810;75;101
22;02;4;24;02138;Buzancy;BUZANCY;02200;188;169
22;02;2;09;02139;Caillouël-Crépigny;CAILLOUEL-CREPIGNY;02300;457;426
22;02;2;11;02140;Camelin;CAMELIN;02300;401;424
22;02;5;05;02141;Capelle (La);CAPELLE (LA);02260;2149;2007
22;02;3;29;02142;Castres;CASTRES;02680;156;164
22;02;3;06;02143;Catelet (Le);CATELET (LE);02420;223;218
22;02;3;33;02144;Caulaincourt;CAULAINCOURT;02490;110;121
22;02;2;09;02145;Caumont;CAUMONT;02300;482;474
22;02;1;10;02146;Celles-lès-Condé;CELLES-LES-CONDE;02330;78;77
22;02;1;10;02147;Celle-sous-Montmirail (La);CELLE-SOUS-MONTMIRAIL (LA);02540;82;81
22;02;4;32;02148;Celles-sur-Aisne;CELLES-SUR-AISNE;02370;216;205
22;02;3;20;02149;Cerizy;CERIZY;02240;64;48
22;02;2;12;02150;Cerny-en-Laonnois;CERNY-EN-LAONNOIS;02860;49;54
22;02;2;18;02151;Cerny-lès-Bucy;CERNY-LES-BUCY;02870;113;114
22;02;4;04;02152;Cerseuil;CERSEUIL;02220;72;80
22;02;2;01;02153;Cessières;CESSIERES;02320;416;437
22;02;4;24;02154;Chacrise;CHACRISE;02200;320;339
22;02;2;01;02155;Chaillevois;CHAILLEVOIS;02000;174;175
22;02;2;13;02156;Chalandry;CHALANDRY;02270;225;222
22;02;2;18;02157;Chambry;CHAMBRY;02000;709;785
22;02;2;12;02158;Chamouille;CHAMOUILLE;02860;147;204
22;02;2;11;02159;Champs;CHAMPS;02670;291;275
22;02;2;26;02160;Chaourse;CHAOURSE;02340;522;522
22;02;1;10;02161;Chapelle-Monthodon (La);CHAPELLE-MONTHODON (LA);02330;173;209
22;02;1;07;02162;Chapelle-sur-Chézy (La);CHAPELLE-SUR-CHEZY (LA);02570;182;218
22;02;1;07;02163;Charly;CHARLY;02310;2475;2727
22;02;1;15;02164;Charmel (Le);CHARMEL (LE);02850;268;282
22;02;2;14;02165;Charmes;CHARMES;02800;1855;1749
22;02;1;10;02166;Chartèves;CHARTEVES;02400;303;370
22;02;4;04;02167;Chassemy;CHASSEMY;02370;674;709
22;02;1;08;02168;Château-Thierry;CHATEAU-THIERRY;02400;15312;14967
22;02;2;19;02169;Châtillon-lès-Sons;CHATILLON-LES-SONS;02270;82;88
22;02;3;20;02170;Châtillon-sur-Oise;CHATILLON-SUR-OISE;02240;139;128
22;02;2;21;02171;Chaudardes;CHAUDARDES;02160;68;82
22;02;4;24;02172;Chaudun;CHAUDUN;02200;287;282
22;02;2;09;02173;Chauny;CHAUNY;02300;12926;12523
22;02;4;32;02174;Chavignon;CHAVIGNON;02000;769;793
22;02;4;31;02175;Chavigny;CHAVIGNY;02880;159;153
22;02;4;32;02176;Chavonne;CHAVONNE;02370;153;182
22;02;2;38;02177;Chérêt;CHERET;02860;122;131
22;02;2;12;02178;Chermizy-Ailles;CHERMIZY-AILLES;02860;79;70
22;02;4;04;02179;Chéry-Chartreuve;CHERY-CHARTREUVE;02220;293;309
22;02;2;13;02180;Chéry-lès-Pouilly;CHERY-LES-POUILLY;02000;702;645
22;02;2;26;02181;Chéry-lès-Rozoy;CHERY-LES-ROZOY;02360;100;114
22;02;5;27;02182;Chevennes;CHEVENNES;02250;136;155
22;02;2;01;02183;Chevregny;CHEVREGNY;02000;178;196
22;02;3;25;02184;Chevresis-Monceau;CHEVRESIS-MONCEAU;02270;348;368
22;02;1;22;02185;Chézy-en-Orxois;CHEZY-EN-ORXOIS;02810;324;346
22;02;1;07;02186;Chézy-sur-Marne;CHEZY-SUR-MARNE;02570;1257;1323
22;02;1;08;02187;Chierry;CHIERRY;02400;1120;1034
22;02;5;05;02188;Chigny;CHIGNY;02120;175;161
22;02;2;30;02189;Chivres-en-Laonnois;CHIVRES-EN-LAONNOIS;02350;321;339
22;02;4;32;02190;Chivres-Val;CHIVRES-VAL;02880;596;575
22;02;2;38;02191;Chivy-lès-Étouvelles;CHIVY-LES-ETOUVELLES;02000;515;542
22;02;1;22;02192;Chouy;CHOUY;02210;269;318
22;02;1;15;02193;Cierges;CIERGES;02130;81;62
22;02;2;19;02194;Cilly;CILLY;02250;265;246
22;02;4;04;02195;Ciry-Salsogne;CIRY-SALSOGNE;02220;629;649
22;02;2;38;02196;Clacy-et-Thierret;CLACY-ET-THIERRET;02000;359;304
22;02;5;05;02197;Clairfontaine;CLAIRFONTAINE;02260;514;497
22;02;4;32;02198;Clamecy;CLAMECY;02880;292;272
22;02;3;29;02199;Clastres;CLASTRES;02440;559;509
22;02;2;26;02200;Clermont-les-Fermes;CLERMONT-LES-FERMES;02340;130;131
22;02;4;35;02201;Cœuvres-et-Valsery;COEUVRES-ET-VALSERY;02600;449;432
22;02;1;15;02203;Coincy;COINCY;02210;1039;1156
22;02;5;02;02204;Coingt;COINGT;02360;113;73
22;02;2;12;02205;Colligis-Crandelain;COLLIGIS-CRANDELAIN;02860;152;145
22;02;5;27;02206;Colonfay;COLONFAY;02120;86;95
22;02;2;09;02207;Commenchon;COMMENCHON;02300;160;155
22;02;2;21;02208;Concevreux;CONCEVREUX;02160;159;201
22;02;1;10;02209;Condé-en-Brie;CONDE-EN-BRIE;02330;591;626
22;02;4;32;02210;Condé-sur-Aisne;CONDE-SUR-AISNE;02370;318;358
22;02;2;21;02211;Condé-sur-Suippe;CONDE-SUR-SUIPPE;02190;279;260
22;02;2;09;02212;Condren;CONDREN;02700;725;686
22;02;1;10;02213;Connigis;CONNIGIS;02330;256;266
22;02;3;29;02214;Contescourt;CONTESCOURT;02680;79;74
22;02;2;12;02215;Corbeny;CORBENY;02820;591;633
22;02;4;36;02216;Corcy;CORCY;02600;254;306
22;02;2;11;02217;Coucy-le-Château-Auffrique;COUCY-LE-CHATEAU-AUFFRIQUE;02380;1058;995
22;02;2;30;02218;Coucy-lès-Eppes;COUCY-LES-EPPES;02840;581;612
22;02;2;11;02219;Coucy-la-Ville;COUCY-LA-VILLE;02380;189;176
22;02;1;15;02220;Coulonges-Cohan;COULONGES-COHAN;02130;384;370
22;02;1;07;02221;Coupru;COUPRU;02310;123;144
22;02;2;14;02222;Courbes;COURBES;02800;40;31
22;02;1;10;02223;Courboin;COURBOIN;02330;239;269
22;02;4;04;02224;Courcelles-sur-Vesles;COURCELLES-SUR-VESLES;02220;270;295
22;02;1;22;02225;Courchamps;COURCHAMPS;02810;107;98
22;02;4;41;02226;Courmelles;COURMELLES;02200;1915;1659
22;02;1;15;02227;Courmont;COURMONT;02130;106;113
22;02;1;10;02228;Courtemont-Varennes;COURTEMONT-VARENNES;02850;289;295
22;02;2;30;02229;Courtrizy-et-Fussigny;COURTRIZY-ET-FUSSIGNY;02820;58;66
22;02;4;04;02230;Couvrelles;COUVRELLES;02220;170;190
22;02;2;13;02231;Couvron-et-Aumencourt;COUVRON-ET-AUMENCOURT;02270;899;1015
22;02;4;36;02232;Coyolles;COYOLLES;02600;370;359
22;02;4;24;02233;Cramaille;CRAMAILLE;02130;108;102
22;02;2;12;02234;Craonne;CRAONNE;02160;68;67
22;02;2;12;02235;Craonnelle;CRAONNELLE;02160;97;111
22;02;2;11;02236;Crécy-au-Mont;CRECY-AU-MONT;02380;294;290
22;02;2;13;02237;Crécy-sur-Serre;CRECY-SUR-SERRE;02270;1542;1550
22;02;2;18;02238;Crépy;CREPY;02870;1574;1710
22;02;1;10;02239;Crézancy;CREZANCY;02650;1033;1069
22;02;3;03;02240;Croix-Fonsommes;CROIX-FONSOMMES;02110;210;220
22;02;1;22;02241;Croix-sur-Ourcq (La);CROIX-SUR-OURCQ (LA);02210;117;91
22;02;1;07;02242;Crouttes-sur-Marne;CROUTTES-SUR-MARNE;02310;594;628
22;02;4;31;02243;Crouy;CROUY;02880;2819;2619
22;02;5;05;02244;Crupilly;CRUPILLY;02120;76;64
22;02;4;31;02245;Cuffies;CUFFIES;02880;1320;1496
22;02;3;29;02246;Cugny;CUGNY;02480;501;503
22;02;2;19;02248;Cuirieux;CUIRIEUX;02350;142;143
22;02;4;24;02249;Cuiry-Housse;CUIRY-HOUSSE;02220;99;110
22;02;2;12;02250;Cuiry-lès-Chaudardes;CUIRY-LES-CHAUDARDES;02160;35;42
22;02;2;26;02251;Cuiry-lès-Iviers;CUIRY-LES-IVIERS;02360;40;40
22;02;2;12;02252;Cuissy-et-Geny;CUISSY-ET-GENY;02160;72;59
22;02;4;35;02253;Cuisy-en-Almont;CUISY-EN-ALMONT;02200;321;352
22;02;4;35;02254;Cutry;CUTRY;02600;88;98
22;02;4;04;02255;Cys-la-Commune;CYS-LA-COMMUNE;02220;120;127
22;02;2;26;02256;Dagny-Lambercy;DAGNY-LAMBERCY;02140;160;159
22;02;3;29;02257;Dallon;DALLON;02680;395;403
22;02;1;22;02258;Dammard;DAMMARD;02470;441;418
22;02;4;36;02259;Dampleux;DAMPLEUX;02600;345;380
22;02;2;14;02260;Danizy;DANIZY;02800;560;560
22;02;2;13;02261;Dercy;DERCY;02270;361;399
22;02;2;14;02262;Deuillet;DEUILLET;02700;159;165
22;02;4;04;02263;Dhuizel;DHUIZEL;02220;101;102
22;02;2;26;02264;Dizy-le-Gros;DIZY-LE-GROS;02340;762;755
22;02;2;26;02265;Dohis;DOHIS;02360;126;111
22;02;2;26;02266;Dolignon;DOLIGNON;02360;55;45
22;02;4;35;02267;Dommiers;DOMMIERS;02600;252;279
22;02;1;07;02268;Domptin;DOMPTIN;02310;420;530
22;02;5;23;02269;Dorengt;DORENGT;02450;171;142
22;02;3;33;02270;Douchy;DOUCHY;02590;152;150
22;02;1;15;02271;Dravegny;DRAVEGNY;02130;139;149
22;02;4;24;02272;Droizy;DROIZY;02210;66;79
22;02;3;29;02273;Dury;DURY;02480;181;177
22;02;2;30;02274;Ébouleau;EBOULEAU;02350;209;203
22;02;5;17;02275;Effry;EFFRY;02500;402;403
22;02;5;05;02276;Englancourt;ENGLANCOURT;02260;109;125
22;02;4;35;02277;Épagny;EPAGNY;02290;339;333
22;02;5;17;02278;Éparcy;EPARCY;02500;42;49
22;02;1;08;02279;Épaux-Bézu;EPAUX-BEZU;02400;433;534
22;02;1;08;02280;Épieds;EPIEDS;02400;332;332
22;02;1;07;02281;Épine-aux-Bois (L');EPINE-AUX-BOIS (L');02540;232;231
22;02;2;38;02282;Eppes;EPPES;02840;359;349
22;02;2;19;02283;Erlon;ERLON;02250;269;300
22;02;5;05;02284;Erloy;ERLOY;02260;139;123
22;02;5;23;02286;Esquéhéries;ESQUEHERIES;02170;1005;866
22;02;3;20;02287;Essigny-le-Grand;ESSIGNY-LE-GRAND;02690;1252;1196
22;02;3;39;02288;Essigny-le-Petit;ESSIGNY-LE-PETIT;02100;399;377
22;02;1;07;02289;Essises;ESSISES;02570;325;370
22;02;1;08;02290;Essômes-sur-Marne;ESSOMES-SUR-MARNE;02400;2479;2486
22;02;3;06;02291;Estrées;ESTREES;02420;434;446
22;02;1;08;02292;Étampes-sur-Marne;ETAMPES-SUR-MARNE;02400;1358;1313
22;02;3;03;02293;Étaves-et-Bocquiaux;ETAVES-ET-BOCQUIAUX;02110;636;615
22;02;2;38;02294;Étouvelles;ETOUVELLES;02000;207;199
22;02;5;05;02295;Étréaupont;ETREAUPONT;02580;966;933
22;02;3;33;02296;Étreillers;ETREILLERS;02590;1115;1105
22;02;1;08;02297;Étrépilly;ETREPILLY;02400;87;85
22;02;5;37;02298;Étreux;ETREUX;02510;1754;1670
22;02;2;21;02299;Évergnicourt;EVERGNICOURT;02190;548;549
22;02;2;01;02301;Faucoucourt;FAUCOUCOURT;02320;246;280
22;02;4;36;02302;Faverolles;FAVEROLLES;02600;308;319
22;02;3;33;02303;Fayet;FAYET;02100;582;580
22;02;2;14;02304;Fère (La);FERE (LA);02800;2930;2817
22;02;1;15;02305;Fère-en-Tardenois;FERE-EN-TARDENOIS;02130;3168;3356
22;02;3;25;02306;Ferté-Chevresis (La);FERTE-CHEVRESIS (LA);02270;626;567
22;02;1;22;02307;Ferté-Milon (La);FERTE-MILON (LA);02460;2208;2109
22;02;5;23;02308;Fesmy-le-Sart;FESMY-LE-SART;02450;485;463
22;02;2;38;02309;Festieux;FESTIEUX;02840;449;509
22;02;3;39;02310;Fieulaine;FIEULAINE;02110;255;253
22;02;4;32;02311;Filain;FILAIN;02000;85;89
22;02;5;05;02312;Flamengrie (La);FLAMENGRIE (LA);02260;1073;1099
22;02;5;16;02313;Flavigny-le-Grand-et-Beaurain;FLAVIGNY-LE-GRAND-ET-BEAURAIN;02120;466;464
22;02;3;29;02315;Flavy-le-Martel;FLAVY-LE-MARTEL;02520;1563;1520
22;02;4;36;02316;Fleury;FLEURY;02600;128;148
22;02;3;33;02317;Fluquières;FLUQUIERES;02590;184;197
22;02;2;11;02318;Folembray;FOLEMBRAY;02670;1421;1490
22;02;3;39;02319;Fonsommes;FONSOMMES;02110;545;554
22;02;3;29;02320;Fontaine-lès-Clercs;FONTAINE-LES-CLERCS;02680;260;274
22;02;5;34;02321;Fontaine-lès-Vervins;FONTAINE-LES-VERVINS;02140;838;811
22;02;3;39;02322;Fontaine-Notre-Dame;FONTAINE-NOTRE-DAME;02110;424;382
22;02;3;03;02323;Fontaine-Uterte;FONTAINE-UTERTE;02110;135;119
22;02;5;05;02324;Fontenelle;FONTENELLE;02170;265;272
22;02;1;10;02325;Fontenelle-en-Brie;FONTENELLE-EN-BRIE;02540;153;171
22;02;4;35;02326;Fontenoy;FONTENOY;02290;541;532
22;02;3;33;02327;Foreste;FORESTE;02590;165;143
22;02;1;08;02328;Fossoy;FOSSOY;02650;621;620
22;02;2;14;02329;Fourdrain;FOURDRAIN;02870;390;433
22;02;3;33;02330;Francilly-Selency;FRANCILLY-SELENCY;02760;419;435
22;02;5;27;02331;Franqueville;FRANQUEVILLE;02140;113;123
22;02;1;15;02332;Fresnes-en-Tardenois;FRESNES-EN-TARDENOIS;02130;245;263
22;02;2;11;02333;Fresnes;FRESNES;02380;146;151
22;02;3;03;02334;Fresnoy-le-Grand;FRESNOY-LE-GRAND;02230;3581;3272
22;02;2;14;02335;Fressancourt;FRESSANCOURT;02800;163;184
22;02;2;09;02336;Frières-Faillouël;FRIERES-FAILLOUEL;02700;775;774
22;02;5;05;02337;Froidestrées;FROIDESTREES;02260;199;216
